message_id,logid,symbol,meaning,type,category,severity,wazuh_rule_id,source_url
43656,0104043656,LOG_ID_EVENT_WIRELESS_STA_WPA_MSG_MAX_STA_CNT,Max sta count limit for the PSK was reached,Event,wireless,Warning,119273,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43656/43656-log-id-event-wireless-sta-wpa-msg-max-sta-cnt
43657,0104043657,LOG_ID_EVENT_WIRELESS_STA_ASSOC_FAIL,Wireless station association failed,Event,wireless,Notice,119274,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43657/43657-log-id-event-wireless-sta-assoc-fail
43658,0104043658,LOG_ID_EVENT_WIRELESS_STA_DHCP_NO_RESP,Wireless station DHCP process failed with no server response,Event,wireless,Warning,119275,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43658/43658-log-id-event-wireless-sta-dhcp-no-resp
43659,0104043659,LOG_ID_EVENT_WIRELESS_STA_DHCP_DIFF_OFFER,Another DHCP server sent DHCP offer to wireless station,Event,wireless,Warning,119276,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43659/43659-log-id-event-wireless-sta-dhcp-diff-offer
43660,0104043660,LOG_ID_EVENT_WIRELESS_STA_DHCP_NO_ACK,No DHCP ACK from server,Event,wireless,Warning,119277,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43660/43660-log-id-event-wireless-sta-dhcp-no-ack
43661,0104043661,LOG_ID_EVENT_WIRELESS_STA_DHCP_NAK,DHCP server sent DHCP NAK,Event,wireless,Warning,119278,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43661/43661-log-id-event-wireless-sta-dhcp-nak
43662,0104043662,LOG_ID_EVENT_WIRELESS_STA_DHCP_DUP_IP,IP offered has been used by another wireless station,Event,wireless,Warning,119279,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43662/43662-log-id-event-wireless-sta-dhcp-dup-ip
43663,0104043663,LOG_ID_EVENT_WIRELESS_STA_DHCP_DISCOVER,Wireless station sent DHCP DISCOVER,Event,wireless,Notice,119280,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43663/43663-log-id-event-wireless-sta-dhcp-discover
43664,0104043664,LOG_ID_EVENT_WIRELESS_STA_DHCP_OFFER,DHCP server sent DHCP OFFER,Event,wireless,Notice,119281,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43664/43664-log-id-event-wireless-sta-dhcp-offer
43665,0104043665,LOG_ID_EVENT_WIRELESS_STA_DHCP_DECLINE,Wireless station sent DHCP DECLINE,Event,wireless,Warning,119282,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43665/43665-log-id-event-wireless-sta-dhcp-decline
43666,0104043666,LOG_ID_EVENT_WIRELESS_STA_DHCP_REQUEST,Wireless station sent DHCP REQUEST,Event,wireless,Notice,119283,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43666/43666-log-id-event-wireless-sta-dhcp-request
43667,0104043667,LOG_ID_EVENT_WIRELESS_STA_DHCP_ACK,DHCP server sent DHCP ACK,Event,wireless,Notice,119284,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43667/43667-log-id-event-wireless-sta-dhcp-ack
43668,0104043668,LOG_ID_EVENT_WIRELESS_STA_DHCP_RELEASE,Wireless station sent DHCP RELEASE,Event,wireless,Notice,119285,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43668/43668-log-id-event-wireless-sta-dhcp-release
43669,0104043669,LOG_ID_EVENT_WIRELESS_STA_DHCP_INFORM,Wireless station sent DHCP INFORM,Event,wireless,Notice,119286,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43669/43669-log-id-event-wireless-sta-dhcp-inform
43670,0104043670,LOG_ID_EVENT_WIRELESS_STA_DHCP_SELF_ASSIGNED,Wireless station is using self-assigned IP,Event,wireless,Warning,119287,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43670/43670-log-id-event-wireless-sta-dhcp-self-assigned
43671,0104043671,LOG_ID_EVENT_WIRELESS_STA_DNS_NO_RESP,Wireless station DNS process failed with no server response,Event,wireless,Warning,119288,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43671/43671-log-id-event-wireless-sta-dns-no-resp
43672,0104043672,LOG_ID_EVENT_WIRELESS_STA_DNS_SERVER_FAILURE,Wireless station DNS process failed due to server failure,Event,wireless,Warning,119289,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43672/43672-log-id-event-wireless-sta-dns-server-failure
43673,0104043673,LOG_ID_EVENT_WIRELESS_STA_DNS_NO_DOMAIN,Wireless station DNS process failed due to non-existing domain,Event,wireless,Warning,119290,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43673/43673-log-id-event-wireless-sta-dns-no-domain
43674,0104043674,LOG_ID_EVENT_WIRELESS_STA_WPA_KRACK_FT_REASSOC,Wireless station WPA key reinstallation attack on FT reassociation,Event,wireless,Warning,119291,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43674/43674-log-id-event-wireless-sta-wpa-krack-ft-reassoc
43675,0104043675,LOG_ID_EVENT_WIRELESS_STA_AUTH_REQ,Authentication request from wireless station,Event,wireless,Notice,119292,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43675/43675-log-id-event-wireless-sta-auth-req
43676,0104043676,LOG_ID_EVENT_WIRELESS_STA_AUTH_RESP,Authentication response to wireless station,Event,wireless,Notice,119293,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43676/43676-log-id-event-wireless-sta-auth-resp
43677,0104043677,LOG_ID_EVENT_WIRELESS_STA_ASSOC_REQ,Association request from wireless station,Event,wireless,Notice,119294,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43677/43677-log-id-event-wireless-sta-assoc-req
43678,0104043678,LOG_ID_EVENT_WIRELESS_STA_REASSOC_REQ,Reassociation request from wireless station,Event,wireless,Notice,119295,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43678/43678-log-id-event-wireless-sta-reassoc-req
43679,0104043679,LOG_ID_EVENT_WIRELESS_STA_ASSOC_RESP,Association response to wireless station,Event,wireless,Notice,119296,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43679/43679-log-id-event-wireless-sta-assoc-resp
43680,0104043680,LOG_ID_EVENT_WIRELESS_STA_REASSOC_RESP,Reassociation response to wireless station,Event,wireless,Notice,119297,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43680/43680-log-id-event-wireless-sta-reassoc-resp
43681,0104043681,LOG_ID_EVENT_WIRELESS_STA_PROBE_REQ,Probe request from wireless station,Event,wireless,Information,119298,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43681/43681-log-id-event-wireless-sta-probe-req
43682,0104043682,LOG_ID_EVENT_WIRELESS_STA_PROBE_RESP,Probe response to wireless station,Event,wireless,Information,119299,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43682/43682-log-id-event-wireless-sta-probe-resp
43683,0104043683,LOG_ID_EVENT_WIRELESS_BLE_DEV_LOCATE,Wireless ble dev detection,Event,wireless,Information,119300,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43683/43683-log-id-event-wireless-ble-dev-locate
43684,0104043684,LOG_ID_EVENT_WIRELESS_ADDRGRP_DUPLICATE_MAC,Wireless addrgrp duplicate mac,Event,wireless,Notice,119301,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43684/43684-log-id-event-wireless-addrgrp-duplicate-mac
43685,0104043685,LOG_ID_EVENT_WIRELESS_ADDRGRP_ADDR_APPLY,Wireless addrgrp address apply,Event,wireless,Notice,119302,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43685/43685-log-id-event-wireless-addrgrp-addr-apply
43686,0104043686,LOG_ID_EVENT_WIRELESS_STA_WPA_MSG_INVALID_SCHEDULE,PSK is out of any valid schedules,Event,wireless,Warning,119303,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43686/43686-log-id-event-wireless-sta-wpa-msg-invalid-schedule
43687,0104043687,LOG_ID_EVENT_WIRELESS_STA_WL_BRIDGE_TRAFFIC_STATS,Traffic stats for station with bridge wlan,Event,wireless,Information,119304,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43687/43687-log-id-event-wireless-sta-wl-bridge-traffic-stats
43688,0104043688,LOG_ID_EVENT_WIRELESS_APCFG_RECEIVE,FortiAP receives the apcfg,Event,wireless,Notice,119305,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43688/43688-log-id-event-wireless-apcfg-receive
43689,0104043689,LOG_ID_EVENT_WIRELESS_APCFG_VALIDATING,FortiAP is validating the apcfg,Event,wireless,Notice,119306,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43689/43689-log-id-event-wireless-apcfg-validating
43690,0104043690,LOG_ID_EVENT_WIRELESS_APCFG_APPLY,FortiAP applies the apcfg,Event,wireless,Notice,119307,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43690/43690-log-id-event-wireless-apcfg-apply
43691,0104043691,LOG_ID_EVENT_WIRELESS_APCFG_REJECT,FortiAP rejects the apcfg,Event,wireless,Warning,119308,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43691/43691-log-id-event-wireless-apcfg-reject
43692,0104043692,LOG_ID_EVENT_WIRELESS_WTPR_ANTENNA_DEFECT_DETECT,Defect antenna detection,Event,wireless,Warning,119309,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43692/43692-log-id-event-wireless-wtpr-antenna-defect-detect
43693,0104043693,LOG_ID_EVENT_WIRELESS_STA_WNM_ACTION_BSTM_REQ,AP sent WNM action BSTM request,Event,wireless,Warning,119310,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43693/43693-log-id-event-wireless-sta-wnm-action-bstm-req
43694,0104043694,LOG_ID_EVENT_WIRELESS_STA_WNM_ACTION_BSTM_RESP_ACCEPT,Wireless client sent WNM action BSTM response accept,Event,wireless,Warning,119311,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43694/43694-log-id-event-wireless-sta-wnm-action-bstm-resp-accept
43695,0104043695,LOG_ID_EVENT_WIRELESS_STA_WNM_ACTION_BSTM_RESP_REJECT,Wireless client sent WNM action BSTM response reject,Event,wireless,Warning,119312,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43695/43695-log-id-event-wireless-sta-wnm-action-bstm-resp-reject
43696,0104043696,LOG_ID_EVENT_WIRELESS_WTPR_DRMA_START,Physical AP radio DRMA start,Event,wireless,Notice,119313,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43696/43696-log-id-event-wireless-wtpr-drma-start
43697,0104043697,LOG_ID_EVENT_WIRELESS_WTPR_DRMA_STOP,Physical AP radio DRMA stop,Event,wireless,Notice,119314,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43697/43697-log-id-event-wireless-wtpr-drma-stop
43698,0104043698,LOG_ID_EVENT_WIRELESS_WTPR_DRMA_MODE,Physical AP radio DRMA mode,Event,wireless,Notice,119315,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43698/43698-log-id-event-wireless-wtpr-drma-mode
43699,0104043699,LOG_ID_EVENT_WIRELESS_STA_DHCP6_SOLICIT,Wireless station sent DHCP6 SOLICIT,Event,wireless,Notice,119316,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43699/43699-log-id-event-wireless-sta-dhcp6-solicit
43700,0104043700,LOG_ID_EVENT_WIRELESS_STA_DHCP6_ADVERTISE,DHCP6 server sent DHCP6 ADVERTISE,Event,wireless,Notice,119317,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43700/43700-log-id-event-wireless-sta-dhcp6-advertise
43701,0104043701,LOG_ID_EVENT_WIRELESS_STA_DHCP6_REQUEST,Wireless station sent DHCP6 REQUEST,Event,wireless,Notice,119318,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43701/43701-log-id-event-wireless-sta-dhcp6-request
43702,0104043702,LOG_ID_EVENT_WIRELESS_STA_DHCP6_CONFIRM,Wireless station sent DHCP6 CONFIRM,Event,wireless,Notice,119319,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43702/43702-log-id-event-wireless-sta-dhcp6-confirm
43703,0104043703,LOG_ID_EVENT_WIRELESS_STA_DHCP6_RENEW,Wireless station sent DHCP6 RENEW,Event,wireless,Notice,119320,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43703/43703-log-id-event-wireless-sta-dhcp6-renew
43704,0104043704,LOG_ID_EVENT_WIRELESS_STA_DHCP6_REPLY,DHCP6 server sent DHCP6 REPLY,Event,wireless,Notice,119321,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43704/43704-log-id-event-wireless-sta-dhcp6-reply
43705,0104043705,LOG_ID_EVENT_WIRELESS_STA_DHCP6_RELEASE,Wireless station sent DHCP6 RELEASE,Event,wireless,Notice,119322,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43705/43705-log-id-event-wireless-sta-dhcp6-release
43706,0104043706,LOG_ID_EVENT_WIRELESS_STA_DHCP6_RECONFIGURE,DHCP6 server sent DHCP6 RECONFIGURE,Event,wireless,Notice,119323,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43706/43706-log-id-event-wireless-sta-dhcp6-reconfigure
43707,0104043707,LOG_ID_EVENT_WIRELESS_WTPR_SSID_UP,Physical AP radio ssid up,Event,wireless,Notice,119324,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43707/43707-log-id-event-wireless-wtpr-ssid-up
43708,0104043708,LOG_ID_EVENT_WIRELESS_WTPR_SSID_DOWN,Physical AP radio ssid down,Event,wireless,Notice,119325,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43708/43708-log-id-event-wireless-wtpr-ssid-down
43709,0104043709,LOG_ID_EVENT_WIRELESS_STA_DHCP_ENFORCEMENT,Wireless client denied by DHCP enforcement for using static IP address,Event,wireless,Warning,119326,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43709/43709-log-id-event-wireless-sta-dhcp-enforcement
43710,0104043710,LOG_ID_EVENT_WIRELESS_SAM_IPERF,SAM iperf test result,Event,wireless,Notice,119327,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43710/43710-log-id-event-wireless-sam-iperf
43711,0104043711,LOG_ID_EVENT_WIRELESS_SAM_PING,SAM ping test result,Event,wireless,Notice,119328,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43711/43711-log-id-event-wireless-sam-ping
43712,0104043712,LOG_ID_EVENT_WIRELESS_SAM_AUTH_FAILED,AP as station failed in SAM authentication,Event,wireless,Notice,119329,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43712/43712-log-id-event-wireless-sam-auth-failed
43713,0104043713,LOG_ID_EVENT_WIRELESS_SAM_CWP_AUTH_FAILED,AP as station failed in SAM CWP authentication,Event,wireless,Notice,119330,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43713/43713-log-id-event-wireless-sam-cwp-auth-failed
43714,0104043714,LOG_ID_EVENT_WIRELESS_WTP_PARTIAL_PASSWD,AP received partial login password,Event,wireless,Notice,119331,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43714/43714-log-id-event-wireless-wtp-partial-passwd
43715,0104043715,LOG_ID_EVENT_WIRELESS_WTPR_BSS_COLOR_COLLISION,AP radio BSS color collision detected.,Event,wireless,Notice,119332,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43715/43715-log-id-event-wireless-wtpr-bss-color-collision
43716,0104043716,LOG_ID_EVENT_WIRELESS_ADDRGRP_MAX_FW_ADDR,Wireless addrgrp reached firewal address maximum number,Event,wireless,Warning,119333,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43716/43716-log-id-event-wireless-addrgrp-max-fw-addr
43717,0104043717,LOG_ID_EVENT_WIRELESS_STA_L3R_REHOME,Wireless client layer3 roaming rehome,Event,wireless,Notice,119334,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43717/43717-log-id-event-wireless-sta-l3r-rehome
43719,0104043719,LOG_ID_EVENT_WIRELESS_STA_PROBE_LOW_RSSI,Probe request from wireless station failed due to low rssi,Event,wireless,Notice,119335,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43719/43719-log-id-event-wireless-sta-probe-low-rssi
43720,0104043720,LOG_ID_EVENT_WIRELESS_FIPS,Physical AP FIPS activity,Event,wireless,Notice,119336,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43720/43720-log-id-event-wireless-fips
43721,0104043721,LOG_ID_EVENT_WIRELESS_STA_WPA_MSG_EXT_MPSK_RESULT,External MPSK authentication result,Event,wireless,Notice,119337,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43721/43721-log-id-event-wireless-sta-wpa-msg-ext-mpsk-result
43723,0104043723,LOG_ID_EVENT_WIRELESS_SYS_AC_DOWN,Wireless controller down,Event,wireless,Notice,119338,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43723/43723-log-id-event-wireless-sys-ac-down
43724,0104043724,LOG_ID_EVENT_WIRELESS_WTPR_SKIP_CAC,"AP radio DFS Channel CAC skip, Zero-Wait-DFS.",Event,wireless,Notice,119339,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43724/43724-log-id-event-wireless-wtpr-skip-cac
43725,0104043725,LOG_ID_EVENT_WIRELESS_WTPR_AI_DARRP_SUPPORT_START,Physical AP radio AI DARRP support enable,Event,wireless,Notice,119340,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43725/43725-log-id-event-wireless-wtpr-ai-darrp-support-start
43726,0104043726,LOG_ID_EVENT_WIRELESS_WTPR_AI_DARRP_SUPPORT_STOP,Physical AP radio AI DARRP support disable,Event,wireless,Notice,119341,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43726/43726-log-id-event-wireless-wtpr-ai-darrp-support-stop
43727,0104043727,LOG_ID_EVENT_WIRELESS_WTPR_AI_DARRP_CHAN,Physical AP radio DARRP channel change from AI,Event,wireless,Notice,119342,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43727/43727-log-id-event-wireless-wtpr-ai-darrp-chan
43728,0104043728,LOG_ID_EVENT_WIRELESS_WTPR_AI_DARRP_OPTIMIZATION_TRIGGER,DARRP optimization request from AI start,Event,wireless,Notice,119343,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43728/43728-log-id-event-wireless-wtpr-ai-darrp-optimization-trigger
43729,0104043729,LOG_ID_EVENT_WIRELESS_WTP_AUTO_GEN_CERT_SUCC,Wireless controller certificate auto generation succeed,Event,wireless,Notice,119344,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43729/43729-log-id-event-wireless-wtp-auto-gen-cert-succ
43730,0104043730,LOG_ID_EVENT_WIRELESS_WTP_AUTO_GEN_CERT_FAIL,Wireless controller certificate auto generation failed,Event,wireless,Warning,119345,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43730/43730-log-id-event-wireless-wtp-auto-gen-cert-fail
43731,0104043731,LOG_ID_EVENT_WIRELESS_STA_USERGROUP_UPDATE,Wireless station usergroup updated,Event,wireless,Notice,119346,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43731/43731-log-id-event-wireless-sta-usergroup-update
43732,0104043732,LOG_ID_EVENT_WIRELESS_STA_AUTH_RESP_DROPPED,Authentication response to wireless station dropped by AP,Event,wireless,Notice,119347,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43732/43732-log-id-event-wireless-sta-auth-resp-dropped
43733,0104043733,LOG_ID_EVENT_WIRELESS_STA_ASSOC_RESP_DROPPED,Association response to wireless station dropped by AP,Event,wireless,Notice,119348,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43733/43733-log-id-event-wireless-sta-assoc-resp-dropped
43734,0104043734,LOG_ID_EVENT_WIRELESS_STA_REASSOC_RESP_DROPPED,Reassociation response to wireless station dropped by AP,Event,wireless,Notice,119349,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43734/43734-log-id-event-wireless-sta-reassoc-resp-dropped
43776,0100043776,LOG_ID_EVENT_NAC_QUARANTINE,NAC quarantine,Event,system,Notice,119350,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43776/43776-log-id-event-nac-quarantine
43777,0100043777,LOG_ID_EVENT_NAC_ANOMALY_QUARANTINE,NAC anomaly quarantine,Event,system,Notice,119351,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43777/43777-log-id-event-nac-anomaly-quarantine
43778,0100043778,LOG_ID_EVENT_NAC_QUARANTINE_EXPIRY,NAC quarantine expiry,Event,system,Notice,119352,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43778/43778-log-id-event-nac-quarantine-expiry
43800,0100043800,LOG_ID_EVENT_ELBC_BLADE_JOIN,Blade ready to process traffic,Event,system,Critical,119353,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43800/43800-log-id-event-elbc-blade-join
43801,0100043801,LOG_ID_EVENT_ELBC_BLADE_LEAVE,Blade not ready to process traffic,Event,system,Critical,119354,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43801/43801-log-id-event-elbc-blade-leave
43802,0100043802,LOG_ID_EVENT_ELBC_MASTER_BLADE_FOUND,Primary blade found,Event,system,Critical,119355,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43802/43802-log-id-event-elbc-master-blade-found
43803,0100043803,LOG_ID_EVENT_ELBC_MASTER_BLADE_LOST,Primary blade lost,Event,system,Critical,119356,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43803/43803-log-id-event-elbc-master-blade-lost
43804,0100043804,LOG_ID_EVENT_ELBC_MASTER_BLADE_CHANGE,Primary blade changed,Event,system,Critical,119357,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43804/43804-log-id-event-elbc-master-blade-change
43805,0100043805,LOG_ID_EVENT_ELBC_ACTIVE_CHANNEL_FOUND,ELBC channel active,Event,system,Critical,119358,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43805/43805-log-id-event-elbc-active-channel-found
43806,0100043806,LOG_ID_EVENT_ELBC_ACTIVE_CHANNEL_LOST,ELBC channel inactive,Event,system,Critical,119359,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43806/43806-log-id-event-elbc-active-channel-lost
43807,0100043807,LOG_ID_EVENT_ELBC_ACTIVE_CHANNEL_CHANGE,ELBC channel failover,Event,system,Critical,119360,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43807/43807-log-id-event-elbc-active-channel-change
43808,0100043808,LOG_ID_EVENT_ELBC_CHASSIS_ACTIVE,ELBC chassis active,Event,system,Critical,119361,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43808/43808-log-id-event-elbc-chassis-active
43809,0100043809,LOG_ID_EVENT_ELBC_CHASSIS_INACTIVE,ELBC chassis inactive,Event,system,Critical,119362,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/43809/43809-log-id-event-elbc-chassis-inactive
44032,0814044032,LOGID_EVENT_VOIP_SIP,VoIP SIP,VoIP,voip,Information,119363,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44032/44032-logid-event-voip-sip
44033,0814044033,LOGID_EVENT_VOIP_SIP_BLOCK,VoIP SIP blocked,VoIP,voip,Notice,119364,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44033/44033-logid-event-voip-sip-block
44034,0814044034,LOGID_EVENT_VOIP_SIP_FUZZING,VoIP SIP fuzzing,VoIP,voip,Information,119365,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44034/44034-logid-event-voip-sip-fuzzing
44035,0814044035,LOGID_EVENT_VOIP_SCCP_REGISTER,VoIP SCCP registered,VoIP,voip,Information,119366,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44035/44035-logid-event-voip-sccp-register
44036,0814044036,LOGID_EVENT_VOIP_SCCP_UNREGISTER,VoIP SCCP unregistered,VoIP,voip,Information,119367,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44036/44036-logid-event-voip-sccp-unregister
44037,0814044037,LOGID_EVENT_VOIP_SCCP_CALL_BLOCK,VoIP SCCP call blocked,VoIP,voip,Information,119368,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44037/44037-logid-event-voip-sccp-call-block
44038,0814044038,LOGID_EVENT_VOIP_SCCP_CALL_INFO,VoIP SCCP call information,VoIP,voip,Information,119369,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44038/44038-logid-event-voip-sccp-call-info
44544,0100044544,LOGID_EVENT_CONFIG_PATH,Path configured,Event,system,Information,119370,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44544/44544-logid-event-config-path
44545,0100044545,LOGID_EVENT_CONFIG_OBJ,Object configured,Event,system,Information,119371,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44545/44545-logid-event-config-obj
44546,0100044546,LOGID_EVENT_CONFIG_ATTR,Attribute configured,Event,system,Information,119372,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44546/44546-logid-event-config-attr
44547,0100044547,LOGID_EVENT_CONFIG_OBJATTR,Object attribute configured,Event,system,Information,119373,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44547/44547-logid-event-config-objattr
44548,0100044548,LOGID_EVENT_CONFIG_EXEC,Action performed,Event,system,Information,119374,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44548/44548-logid-event-config-exec
44555,0100044555,LOGID_EVENT_CMDB_DEADLOCK_DETECTED,CMDB lock deadlock is detected.,Event,system,Critical,119375,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44555/44555-logid-event-cmdb-deadlock-detected
44557,0100044557,LOGID_EVENT_CONFIG_REQUEST_DENIED,CMDB denied request for restricted table,Event,system,Information,119376,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44557/44557-logid-event-config-request-denied
44558,0100044558,LOGID_EVENT_NEWCLI_SPAWN_ATTEMPT,Attempt to spawn a new cli instance,Event,system,Warning,119377,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44558/44558-logid-event-newcli-spawn-attempt
44559,0100044559,LOGID_EVENT_INSTALL_IPROPE,Firewall policy installation,Event,system,Information,119378,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/44559/44559-logid-event-install-iprope
